,adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
828,False,/90IcDDC47Rck4D2fyZbpZ1rbFZW.jpg,"[18, 14, 10749]",556694,Three Thousand Years of Longing,en,Three Thousand Years of Longing,"A solitary scholar discovers an ancient bottle while on a trip to Istanbul and unleashes a djinn who offers her three wishes. Filled with reluctance, she is unable to come up with one, so the djinn tries to inspire her with his stories.",4.6197,/nS7DNl4A7XnDncZX70UJ8ALAihF.jpg,2022-08-24,False,False,6.884,1656
829,False,/g03h9TULzJZOoXA34Abp5LE7lvt.jpg,"[16, 14, 12]",876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,ja,劇場版 転生したらスライムだった件 紅蓮の絆編,"A long-running conspiracy is swirling over a mysterious power wielded by the Queen in Raja, a small country west of Tempest. When a slime who evolved into a Demon Lord named Rimuru Tempest crosses paths with Hiiro, a survivor of the Ogre race, an incredible adventure packed with new characters begins. The power of bonds will be put to the test!",4.619,/xITip9n9uMAUA0TU6niMXU2tbh0.jpg,2022-11-25,False,False,7.4,434
830,False,/9ZFNRs58TTnvf3utagd0uSJluXa.jpg,"[878, 12, 18]",636706,Spaceman,en,Spaceman,"Six months into a solo mission, a lonely astronaut confronts the cracks in his marriage with help from a mysterious creature he discovers on his ship.",4.6176,/f46WvKEsBn98WJbPJcO47ZoKn6B.jpg,2024-02-23,False,False,6.709,1044
831,False,/iflKt34Ck2JpY2PY9wW1zwdJgJi.jpg,"[16, 878, 12, 10751, 14, 35]",782054,Doraemon the Movie: Nobita's Little Star Wars 2021,ja,映画ドラえもん のび太の宇宙小戦争 2021,"During summer vacation Nobita picks up a small rocket containing Papi, a palm-sized alien president escaping rebels on his home planet Pirika.",4.6112,/u5sFU0Uw3qtFOeWNvnhLAt9JzbA.jpg,2022-03-04,False,False,6.6,134
832,False,/mchDEPh1fkID8nq8IONAGQeiPJg.jpg,"[35, 10751, 14]",338958,Disenchanted,en,Disenchanted,"Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.",4.6108,/uyNLq2Dc3s4IOdcYTU8ZtM2lTjb.jpg,2022-11-18,False,False,6.7,1181
833,False,/1u6wMv6EEtuKZFuQVlvbWAf7UxL.jpg,"[28, 878]",634429,Shin Ultraman,ja,シン・ウルトラマン,"The Japanese government sets up a special task force to fight the giant creatures suddenly appearing across the country. Soon, the squad unexpectedly meets a giant silver humanoid who starts appearing every time a space monster attacks!",4.5953,/8e4WjXrOY7WH94jlhBeoYCYUVwj.jpg,2022-05-13,False,False,7.473,244
834,False,/hxnfEVqG5ycRcFV27ZjbgsEAnRZ.jpg,"[16, 12, 10751]",666154,Kayara,es,Kayara,"A courageous and athletic teenager, Kayara dreams that she is destined to be the first female to break into the league of Chasquis - the official messengers of the Incan empire. As she learns what it takes to be a Chasqui along with its challenges, she tackles every mission she gets and discovers the ancient stories of her land and her people.",4.5843,/tpZdjnoJ6Z3NsSxI6HjAIggrcEv.jpg,2025-01-02,False,False,7.6,117
835,False,/p4INKu77iuTG1o1a5N3Y9vqeEGq.jpg,"[27, 53]",1079485,Winnie-the-Pooh: Blood and Honey 2,en,Winnie-the-Pooh: Blood and Honey 2,"Five months following the murders, Christopher Robin struggles to maintain a regular life while dealing with PTSD. However, deep within the 100-Acre-Wood, a destructive rage grows as Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",4.5838,/2sADrLwMQof6yYmrJRSa04tFZuS.jpg,2024-03-26,False,False,5.78,472
836,False,/rLchzndbDRy41J9X363pMePbV5x.jpg,"[53, 27, 18]",546121,Run,en,Run,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",4.5809,/ilHG4EayOVoYeKqslspY3pR4wzC.jpg,2020-11-20,False,False,7.22,2883
837,False,/vcc6NDwsMwNrwHgVuI9lGdWJLB8.jpg,"[28, 18]",784651,Fighter,hi,फाइटर,"As India faces a militant attack in Kashmir, the country’s best combat aviators join forces under a reckless yet brilliant squadron leader to form 'Air Dragons', faces mortal dangers and their inner demons.",4.578,/zqFuriKJ6pYDvf72kXNLONnuE8k.jpg,2024-01-24,False,False,6.157,159
838,False,/e9o00kc7Fg5hA7SubfoZSseHOo2.jpg,"[16, 10751]",598331,Rumble,en,Rumble,"In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father’s footsteps by coaching a loveable underdog monster into a champion.",4.5777,/3eZRgjfFWTpejRvRKyKe1EKgt9s.jpg,2021-02-12,False,False,6.783,548
839,False,/XNVdWNgiAHu8y4BsJv5ndUHXxN.jpg,"[10751, 35, 12, 16]",929204,Wallace & Gromit: Vengeance Most Fowl,en,Wallace & Gromit: Vengeance Most Fowl,"Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",4.5769,/jUWFSBxTOiCinPdTOh3IDUXVemZ.jpg,2024-12-18,False,False,7.459,653
840,False,/oSNqhngemquRBzxKSC3ysAmnC5e.jpg,"[28, 12, 53]",522016,The 355,en,The 355,"A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",4.5763,/xef9Ht77B2igqZv754HNdW8qZCk.jpg,2022-01-05,False,False,6.032,1142
841,False,/ice3dNrgJZmyFXs4InhjAJMIGMS.jpg,"[80, 37, 35]",934456,Americana,en,Americana,"After a rare Native American artifact falls onto the black market, a shy waitress with big dreams teams up with a lovelorn military veteran to gain possession of it, putting them in the crosshairs of a ruthless criminal working on behalf of a Western antiquities dealer.",4.5715,/83Gis9pOKCvAdaKXCNChey4IZyL.jpg,2025-08-15,False,False,6.341,142
842,False,/4ItXEyVPj6wb9AdhsltcqYE6f5f.jpg,"[10749, 35]",956842,Fly Me to the Moon,en,Fly Me to the Moon,"Sparks fly in all directions as marketing maven Kelly Jones, brought in to fix NASA's public image, wreaks havoc on Apollo 11 launch director Cole Davis' already difficult task of putting a man on the moon. When the White House deems the mission too important to fail, Jones is directed to stage a fake moon landing as backup, and the countdown truly begins.",4.5691,/lb0XDH6LbkYwzbHTqjsUNZTLXMS.jpg,2024-07-10,False,False,6.809,1155
843,False,/nkxtuK4alXlGC87FRNDfAZJIFiB.jpg,"[35, 14]",1114967,Good Fortune,en,Good Fortune,A well-meaning but rather inept angel named Gabriel meddles in the lives of a struggling gig worker and a wealthy capitalist.,4.5687,/rywxUbd4zvHiRP7nOHeDzuQSLIZ.jpg,2025-10-14,False,False,6.904,634
844,False,/qhwFxf0u2cQUVm1Bft0r33dtXym.jpg,"[35, 878]",1284496,Cycle of Time,fr,C'était mieux demain,"In 1950s France, Helene and Michel lead a simple life until a freak accident in 2025 leads to Helene becoming a bank executive and Michel struggling with unemployment and depression. Their children grow up in a technology-dominated world.",4.5673,/63QJSYPjR3i3mwr4PmpvwfyLgDo.jpg,2025-10-08,False,False,6.03,100
845,False,/T5xXoFqyc9jNXZIbH4Sw0jwWjw.jpg,"[53, 80, 18]",605886,To Catch a Killer,en,To Catch a Killer,Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,4.5659,/mFp3l4lZg1NSEsyxKrdi0rNK8r1.jpg,2023-04-06,False,False,6.853,1322
846,False,/gESm6yc2MZpSXakgqLF0OlLaRn1.jpg,"[53, 80, 18]",582014,Promising Young Woman,en,Promising Young Woman,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",4.5559,/73QoFJFmUrJfDG2EynFjNc5gJxk.jpg,2020-12-13,False,False,7.388,3706
847,False,/tsRtpoXBKWVe8B3qh3nqEjdq2Zj.jpg,"[28, 80, 53]",1149167,High Rollers,en,Cash Out 2: High Rollers,"A master thief must pull off a dangerous casino heist when his nemesis kidnaps his lover. Caught between rival criminals and FBI pursuit, he risks all to save her and score big.",4.5537,/hHowAaChDjwueySmwVbsjHmpWa.jpg,2025-03-14,False,False,6.5,128
848,False,/26D4G7okoLYbDf5MFYFlSRM6jMv.jpg,"[53, 18]",979924,On the Line,en,On the Line,A provocative and edgy radio host must play a dangerous game of cat and mouse with a mysterious caller who's kidnapped his family and is threatening to blow up the whole station.,4.5487,/w4I5OgWldImC9yJg6jiAilCbgNU.jpg,2022-10-31,False,False,6.067,582
849,False,/nVHEjkA8vuEGJLfNUOmVW5md6yn.jpg,"[18, 35]",1205515,"Sorry, Baby",en,"Sorry, Baby","Agnes feels stuck. Unlike her best friend, Lydie, who’s moved to New York and is now expecting a baby, Agnes still lives in the New England house they once shared as graduate students, now working as a professor at her alma mater. A ‘bad thing’ happened to Agnes a few years ago and, since then, despite her best efforts, life hasn’t gotten back on track.",4.5383,/n8wZEQen5hDNRGzm4fY4sxWe5xe.jpg,2025-06-27,False,False,6.845,296
850,False,/eHTZoXmB4vnDqANZXPZcdAiYQo5.jpg,"[16, 18, 10749, 14]",667520,A Whisker Away,ja,泣きたい私は猫をかぶる,"A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it, the line between human and animal starts to blur.",4.5309,/6inkRM1XGBG5vRhclCPWfMenp7N.jpg,2020-06-18,False,False,7.866,1489
851,False,/563sRDK3rZS31TXCdTY4lfcwrNK.jpg,[18],581734,Nomadland,en,Nomadland,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",4.512,/dKT8rGDR55cM1vGn7QZLA9Tg9YC.jpg,2021-01-29,False,False,7.174,3359
852,False,/wBV11KLQcp5pyxl8JW1lBaDshqr.jpg,"[35, 18]",1277988,Caramelo,pt,Caramelo,"After a life-changing diagnosis, a promising chef finds hope and humor with the help of a fur-midable dog friend.",4.5098,/c4ZEAah5a01cu27w7vT2IAoFogk.jpg,2025-10-07,False,False,7.746,276
853,False,/adQ1Nz0KbbZYdtC4YFktMTsbR6Q.jpg,"[35, 27, 53]",1013482,Borderline,en,Borderline,"After escaping from a mental hospital, a violent sociopath named Paul begins a dangerous rampage targeting Sofia, a world-famous pop star. Obsessed with her, he takes Sofia hostage in her own home, acting under the delusional belief that they are getting married. Paul is desperate to prove his devotion, leading to a tense and unpredictable situation.",4.5076,/hUrNKVrkMN7sdt0oAioopMcxyoq.jpg,2025-03-14,False,False,5.713,162
854,False,/3TNSoa0UHGEzEz5ndXGjJVKo8RJ.jpg,"[878, 28]",614933,Atlas,en,Atlas,A brilliant counterterrorism analyst with a deep distrust of AI discovers it might be her only hope when a mission to capture a renegade robot goes awry.,4.4993,/bcM2Tl5HlsvPBnL8DKP9Ie6vU4r.jpg,2024-05-23,False,False,6.664,1562
855,False,/gWPz2ucZxzbnbTQCJHADDCcGi9o.jpg,"[80, 18, 53]",499932,The Devil All the Time,en,The Devil All the Time,"In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",4.4907,/bVL7LGq528h3KzeNI90HOVbV5uW.jpg,2020-09-11,False,False,7.177,3657
856,False,/k1X6LX4JOlvxOrpJuLrYZfFiWVs.jpg,"[9648, 35, 18]",664469,Amsterdam,en,Amsterdam,"In the 1930s, three friends—a doctor, a nurse, and an attorney—witness a murder, become suspects themselves and uncover one of the most outrageous plots in American history.",4.4831,/6sJcVzGCwrDCBMV0DU6eRzA2UxM.jpg,2022-09-27,False,False,6.071,1827
857,False,/jw6ASGRT2gi8EjCImpGtbiJ9NQ9.jpg,"[27, 9648]",632357,The Unholy,en,The Unholy,"Alice is a young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",4.4826,/bShgiEQoPnWdw4LBrYT5u18JF34.jpg,2021-03-31,False,False,6.556,2251
858,False,/kbOB9DGl8qwhDRcXOmXfmcmadeD.jpg,"[18, 80]",645886,The Unforgivable,en,The Unforgivable,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,4.4822,/1b3dNFDuE7i05TJlXrIC571yR01.jpg,2021-11-24,False,False,7.413,2046
859,False,/cvYSU73vpLOy9v6xnfML3zytLik.jpg,"[16, 28, 14]",987400,Aztec Batman: Clash of Empires,es,Batman Azteca: Choque de imperios,"In the time of the Aztec empire, tragedy strikes Yohualli Coatl when his father is murdered by Spanish conquistadors. To warn King Moctezuma and his high priest, Yoka, of imminent danger, Yohualli escapes to Tenochtitlán. There, he trains in the temple of the bat god Tzinacan with his mentor, developing equipment and weaponry to confront the Spanish invasion and avenge his father’s death. Along the way, he encounters key figures like the fierce Jaguar Woman and the conquistador Hernán Cortés.",4.4808,/aNkBvhwnYC9itaHDzlnJPfuZcoO.jpg,2025-09-18,False,False,7.649,148
860,False,/bxSBOAD8AuMHYMdW3jso9npAkgt.jpg,"[10751, 18]",667257,Impossible Things,es,Cosas imposibles,"After the death of her abusive husband, Matilde finds her new best friend in Miguel, her young, insecure, and disoriented neighbor.",4.4787,/t2Ew8NZ8Ci2kqmoecZUNQUFDJnQ.jpg,2021-06-17,False,False,8.395,422
861,False,/aX1P75MWK5BzjqPh8fR8HQoX27s.jpg,"[18, 35]",1029955,Kinds of Kindness,en,Kinds of Kindness,"A triptych fable following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a prodigious spiritual leader.",4.4781,/50lPmjIpDs8gKfgK7fPIeKzpllh.jpg,2024-05-30,False,False,6.5,1274
862,False,/fquVJ2v5NAW96sRfFAw4vXR5zla.jpg,[27],814889,Never Let Go,en,Never Let Go,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",4.4755,/iwUoM3y77fov7bKyFMwpGMzRHyn.jpg,2024-09-18,False,False,6.086,598
863,False,/lx89oBeJIastndjbQxznnfSYpmR.jpg,"[12, 28, 18, 36]",796185,The Three Musketeers: D'Artagnan,fr,Les Trois Mousquetaires : D'Artagnan,"D'Artagnan, a spirited young Gascon, is left for dead after trying to save a noblewoman from being kidnapped. Once in Paris, he tries by all means to find his attackers, unaware that his quest will lead him to the very heart of a war where the future of France is at stake. Aided by King's Musketeers Athos, Porthos and Aramis, he faces the machinations of villainous Cardinal Richelieu and Milady de Winter, while falling in love with Constance, the Queen's confidante.",4.4672,/hfExJPcbBtDeFDEb7I1By72Drlr.jpg,2023-04-05,False,False,6.927,1392
864,False,/nnUQqlVZeEGuCRx8SaoCU4XVHJN.jpg,"[14, 12, 10751]",532639,Pinocchio,en,Pinocchio,A wooden puppet embarks on a thrilling adventure to become a real boy.,4.4656,/zaZhjKrJeWczQ3AotKoQObppEbH.jpg,2022-09-07,False,False,6.286,1728
865,False,/lghWedsBBl3lPlIs4EpZpP64mUT.jpg,"[18, 35, 10749]",603661,The Hating Game,en,The Hating Game,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",4.4643,/prbZxJxGcy07y60eq8lCGMciTYz.jpg,2021-12-09,False,False,7.271,1203
866,False,/cYyUinLXRbQwE4PAt2mQLTGBqti.jpg,"[28, 12, 53]",876969,Assassin Club,en,Assassin Club,"In this world of contract killers, Morgan Gaines is the best of the best. When Morgan is hired to kill six people around the world, he soon discovers all the targets are also assassins unknowingly hired to kill each other.",4.464,/y2d2SBqK33mGOG2CqAYMo3YbWE4.jpg,2023-02-24,False,False,5.947,198
867,False,/3Kzc6V4MWs3RXCmE5DhAYnfWL8F.jpg,"[16, 35, 878]",1239251,Megamind vs. the Doom Syndicate,en,Megamind vs. the Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Our newly crowned blue hero must now keep up evil appearances until he can assemble his friends (Roxanne, Ol' Chum and Keiko) to stop his former evil teammates from launching Metro City to the Moon.",4.4601,/1N7terrMeZPwK5qq31MUD0HQ3IG.jpg,2024-03-01,False,False,5.065,337
868,False,/y4NzXdvpJdwRmsnOT7HdkmHh6Yn.jpg,"[878, 12, 28]",748167,Uglies,en,Uglies,"In a futuristic dystopia with enforced beauty standards, a teen awaiting mandatory cosmetic surgery embarks on a journey to find her missing friend.",4.4585,/jaUu9zHtbcFwrB5Y1DNYE09HMex.jpg,2024-09-12,False,False,5.7,934
869,False,/7ZiMrbitgbyio4eOzFKRruPKu5G.jpg,"[14, 10749, 35]",593910,Cinderella,en,Cinderella,"Cinderella, an orphaned girl with an evil stepmother, has big dreams and with the help of her Fabulous Godmother, she perseveres to make them come true.",4.4583,/clDFqATL4zcE7LzUwkrVj3zHvk7.jpg,2021-09-03,False,False,6.3,1472
870,False,/kv9xVrxfLpudBLyYf1QvLCpUQuy.jpg,"[36, 18, 35]",1182047,The Apprentice,en,The Apprentice,"A young Donald Trump, eager to make his name as a hungry scion of a wealthy family in 1970s New York, comes under the spell of Roy Cohn, the cutthroat attorney who would help create the Donald Trump we know today. Cohn sees in Trump the perfect protégé—someone with raw ambition, a hunger for success, and a willingness to do whatever it takes to win.",4.4554,/549Hdul2BgPnZMhqFxp6npp2opr.jpg,2024-10-09,False,False,6.867,962
871,False,/hTCr9dDf0EcBGZSUaY0YCeBjBr5.jpg,"[18, 36, 28]",760329,The Smashing Machine,en,The Smashing Machine,"In the late 1990s, up-and-coming mixed martial artist Mark Kerr aspires to become the greatest fighter in the world. However, he must also battle his opioid dependence and a volatile relationship with his girlfriend Dawn.",4.445,/cwwvrdYeIrARXdiv09GIO6XWK5l.jpg,2025-10-01,False,False,6.405,601
872,False,/3lEV4CoKoeT2cZ4fbKEJugZcw6Z.jpg,"[27, 9648]",1244944,The Woman in the Yard,en,The Woman in the Yard,"In the aftermath of her husband's death, widow Ramona's struggle to raise her two kids is hindered by the arrival of a mysterious woman with supernatural abilities.",4.4428,/n0WS2TsNcS6dtaZKzxipyO7LuCJ.jpg,2025-03-27,False,False,5.7,418
873,False,/jcpUCn3oFKitAnbwosoPqaMFccj.jpg,"[9648, 878, 53]",863873,Caddo Lake,en,Caddo Lake,"When an 8-year-old girl mysteriously vanishes on Caddo Lake, a series of past deaths and disappearances begin to link together, forever altering a broken family’s history.",4.442,/86dAl9HAGDOhvOIM8uPVjfk9P1v.jpg,2024-11-28,False,False,7.234,478
874,False,/ngLxW9WqQAkTCBTcjOSt2Pnz5qZ.jpg,"[10749, 35]",987686,A Family Affair,en,A Family Affair,The only thing worse than being the assistant to a high-maintenance movie star who doesn't take you seriously? Finding out he's smitten with your mom.,4.4372,/l0CaVyqnTsWwNd4hWsrLNEk1Wjd.jpg,2024-06-27,False,False,5.735,727
875,False,/snkRCV3ED99mYwo962fxohaTfrI.jpg,"[18, 36, 28]",589761,Chernobyl: Abyss,ru,Чернобыль,The aftermath of a shocking explosion at the Chernobyl nuclear power station made hundreds of people sacrifice their lives to clean up the site of the catastrophe and to successfully prevent an even bigger disaster that could have turned a large part of the European continent into an uninhabitable exclusion zone. This is their story.,4.4357,/AmJLuHjxPdIJO6vmymeWADG6jK5.jpg,2021-04-15,False,False,6.251,575
876,False,/pA4J371Gk2F47vyGQOWapcsnOzz.jpg,"[80, 53, 18, 35]",601666,I Care a Lot,en,I Care a Lot,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,4.4296,/gKnhEsjNefpKnUdAkn7INzIFLSu.jpg,2021-02-19,False,False,6.573,2991
877,False,/d7zDEW6AkRCvEOT2Cela4h0F3Nb.jpg,[27],807172,The Exorcist: Believer,en,The Exorcist: Believer,"Since his wife's death, Victor has raised his daughter Angela alone. After she and her friend return from a three-day disappearance with missing memories, they begin displaying frightening behavior reminiscent of the MacNeil possession fifty years prior.",4.426,/fFXkAlMH2iQrNknv4eq7LGTkcti.jpg,2023-10-04,False,False,5.82,1278
878,False,/vNPY4oCSUp7CxbHkKJNRx1fmCl0.jpg,"[35, 18]",497828,Triangle of Sadness,en,Triangle of Sadness,"A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.",4.4156,/k9eLozCgCed5FGTSdHu0bBElAV8.jpg,2022-09-18,False,False,7.013,2873
879,False,/g15PR8eQV9DehSWlagvdnJZqoRq.jpg,"[27, 9648]",602734,Spiral: From the Book of Saw,en,Spiral: From the Book of Saw,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",4.4109,/cTvSDfBuXTZTdRCNduGMANd7VEP.jpg,2021-05-12,False,False,5.9,2280
880,False,/o5vasl0xbZWWKQnAlaBTSgntHH2.jpg,[27],1208808,Night Shift,es,Turno nocturno,"A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.",4.4101,/jnX2JQIbYwCLhHenhQFBFw6fozR.jpg,2024-12-05,False,False,6.392,186
881,False,/e6DlxuwzeZozu6D3h636gyDAHLo.jpg,"[16, 10751, 35, 10402]",449406,Vivo,en,Vivo,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,4.3963,/eRLlrhbdYE7XN6VtcZKy6o2BsOw.jpg,2021-07-30,False,False,7.3,763
882,False,/sidvlo7V8VMyskNKGwua0Tarbol.jpg,"[16, 10751, 14, 12, 878]",961323,Nimona,en,Nimona,"A knight framed for a tragic crime teams with a scrappy, shape-shifting teen to prove his innocence.",4.3944,/2NQljeavtfl22207D1kxLpa4LS3.jpg,2023-06-23,False,False,7.852,1397
883,False,/saESlYSTAGjr8gkyjoGb7omH0hf.jpg,[18],901563,Close,fr,Close,"Two 13-year-old boys spend an idyllic summer together, but their connection is put to the test when they become the subject of speculation at school.",4.394,/dlMNnWs7Mz8Nk5AC447Ew1tD5pn.jpg,2022-11-01,False,False,7.8,1003
884,False,/1MoeNacOltBWojkStjhT3svBTOK.jpg,"[878, 27]",340102,The New Mutants,en,The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",4.3881,/xiDGcXJTvu1lazFRYip6g1eLt9c.jpg,2020-04-02,False,False,6.08,3710
885,False,/jm2kJQZRmYRzHJzB07oOOVDiQD1.jpg,"[878, 18]",693158,Proximity,en,Proximity,A young NASA JPL scientist is abducted by extraterrestrials but when no one believes his story he becomes obsessed with finding proof which leads him on a journey of discovery.,4.3809,/nto7dx8vmqESDU484huGoSt4o48.jpg,2020-05-15,False,False,6.585,377
886,False,/9Rhs8yzMTtAcOUvJXqUg7kzljb7.jpg,"[16, 10751, 35, 10402]",1371727,Sing: Thriller,en,Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",4.3798,/zdT3LmTSNL4GAsS3cKjaCBzOrId.jpg,2024-10-15,False,False,7.155,207
887,False,/Ary1sG0AHn4V1DFrwV7g72Fomq0.jpg,"[10402, 18, 35]",1620551,Feel My Voice,it,Non abbiam bisogno di parole,"A teenager, the only hearing member of a deaf family, finds her voice and learns to believe in herself through her passion for singing.",4.3784,/4Tf0qTA73XLhBnfP6YgvqtLZBnt.jpg,2026-04-03,False,False,6.812,130
888,False,/j9uruwRe9qM8RnP758dF7ISB8Bj.jpg,"[18, 36]",1000837,I'm Still Here,pt,Ainda Estou Aqui,A woman married to a former politician during the 1971 military dictatorship in Brazil is forced to reinvent herself and chart a new course for her family after a violent and arbitrary act.,4.3737,/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg,2024-09-19,False,False,7.898,1062
889,False,/w3R8LTPU3ocl6oXuNkXmqw5bIFi.jpg,"[27, 53, 14]",1020414,Peter Pan's Neverland Nightmare,en,Peter Pan's Neverland Nightmare,"Wendy Darling strikes out in an attempt to rescue her brother Michael from the clutches of the evil Peter Pan who intends to send him to Neverland. Along the way she meets a twisted Tinkerbell, who is hooked on what she thinks is fairy dust.",4.3718,/rhTG3gMlJa0nFlOS7WNKUJ2EDro.jpg,2025-01-13,False,False,5.7,227
890,False,/1jZ3wNpON50whGEH7YOcTQrU45B.jpg,"[18, 10752, 36]",715931,Emancipation,en,Emancipation,"Inspired by the gripping true story of a man who would do anything for his family—and for freedom. When Peter, an enslaved man, risks his life to escape and return to his family, he embarks on a perilous journey of love and endurance.",4.3679,/AkdNXEquLf4GIkwh1dcSB7j0FTY.jpg,2022-12-02,False,False,7.8,1262
891,False,/oSZUt2AIdghPAx2vZgKJlNeVJBZ.jpg,"[35, 18]",999644,You Are So Not Invited to My Bat Mitzvah,en,You Are So Not Invited to My Bat Mitzvah,Stacy and Lydia are BFFs who've always dreamed about having epic bat mitzvahs. But things start to go comically awry when a popular boy and middle school drama threatens their friendship and their rite of passage.,4.3584,/ukpifWBW2xEmMtJX4bCpoNpWEr2.jpg,2023-08-18,False,False,6.466,509
892,False,/mwI1OarF7BVWwn5O1Ng73UhyctP.jpg,"[27, 878, 53]",914215,Humane,en,Humane,"In the wake of an environmental collapse that has forced humanity to shed 20% of its population, a family dinner erupts into chaos when a father's plan to enlist in the government's new euthanasia program goes horribly awry.",4.3581,/ecOvKaoM1hwQbp0uTnULGrSV32e.jpg,2024-04-26,False,False,5.455,235
893,False,/8HfjrSxfTVKmjNh8cJjbu5eXzcX.jpg,"[10751, 14, 28, 12]",420808,Peter Pan & Wendy,en,Peter Pan & Wendy,"Wendy Darling, a young girl afraid to leave her childhood home behind, meets Peter Pan, a boy who refuses to grow up. Alongside her brothers and a tiny fairy, Tinker Bell, she travels with Peter to the magical world of Neverland. There, she encounters an evil pirate captain, Captain Hook, and embarks on a thrilling adventure that will change her life forever.",4.3529,/9NXAlFEE7WDssbXSMgdacsUD58Y.jpg,2023-04-20,False,False,5.4,764
894,False,/cjhq1eBLXgKq1xHDFeUnYzu61H6.jpg,"[35, 80, 9648, 53]",1149504,Honey Don't!,en,Honey Don't!,"Honey O'Donahue, a small-town private investigator, delves into a series of strange deaths tied to a mysterious church.",4.3502,/fJm3kmd9NLZWypMas7g34oNFgbk.jpg,2025-08-21,False,False,5.604,396
895,False,/rhJgHS28BVc5o2rBWVwZa3aMJCF.jpg,"[16, 14, 28, 12]",795607,Green Snake,zh,白蛇2：青蛇劫起,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.",4.3475,/4QEzpWEeuPt41WWtnhCnOiBy7C7.jpg,2021-07-23,False,False,8.072,368
896,False,/xS0rl1YrVt51ztzjRf6qoIPZ7TA.jpg,"[18, 35]",542178,"The French Dispatch of the Liberty, Kansas Evening Sun",en,"The French Dispatch of the Liberty, Kansas Evening Sun","The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",4.3445,/6JXR3KJH5roiBCjWFt09xfgxHZc.jpg,2021-10-21,False,False,7.0,2972
